ID=1, predicted=3, probability = 441372.9902, true=3, accuracy=1.00
ID=411, predicted=3, probability = 313215.1118, true=3, accuracy=1.00
ID=412, predicted=3, probability = 191658.0313, true=3, accuracy=1.00
ID=413, predicted=7, probability = 26698.9404, true=7, accuracy=1.00
ID=414, predicted=2, probability = 554353.5638, true=7, accuracy=0.00
ID=415, predicted=4, probability = 443492.3146, true=5, accuracy=0.00
ID=416, predicted=3, probability = 109578.1796, true=3, accuracy=1.00
ID=417, predicted=3, probability = 32530.0188, true=5, accuracy=0.00
ID=418, predicted=1, probability = 1877263.5359, true=1, accuracy=1.00
ID=419, predicted=2, probability = 184954.3930, true=2, accuracy=1.00
ID=420, predicted=1, probability = 1121565.0113, true=1, accuracy=1.00
ID=421, predicted=1, probability = 294989.2294, true=7, accuracy=0.00
ID=422, predicted=1, probability = 230695.4818, true=2, accuracy=0.00
ID=423, predicted=3, probability = 425778.4225, true=3, accuracy=1.00
ID=424, predicted=2, probability = 327357.4930, true=2, accuracy=1.00
ID=425, predicted=2, probability = 158321.8324, true=7, accuracy=0.00
ID=426, predicted=3, probability = 104663.9768, true=3, accuracy=1.00
ID=427, predicted=2, probability = 10584.6998, true=7, accuracy=0.00
ID=428, predicted=1, probability = 475601.1851, true=7, accuracy=0.00
ID=429, predicted=1, probability = 93321.9989, true=7, accuracy=0.00
ID=430, predicted=1, probability = 353689.8028, true=1, accuracy=1.00
ID=431, predicted=1, probability = 121929.3083, true=1, accuracy=1.00
ID=432, predicted=1, probability = 446155.3452, true=7, accuracy=0.00
ID=433, predicted=1, probability = 794210.4845, true=2, accuracy=0.00
ID=434, predicted=1, probability = 141478.2571, true=7, accuracy=0.00
ID=435, predicted=1, probability = 2212700.3150, true=1, accuracy=1.00
ID=436, predicted=6, probability = 6579.5576, true=6, accuracy=1.00
ID=437, predicted=3, probability = 53432.0968, true=9, accuracy=0.00
ID=438, predicted=2, probability = 502295.4254, true=2, accuracy=1.00
ID=439, predicted=2, probability = 58801.4449, true=7, accuracy=0.00
ID=440, predicted=3, probability = 49385.3344, true=3, accuracy=1.00
ID=441, predicted=1, probability = 42307.2342, true=3, accuracy=0.00
ID=442, predicted=2, probability = 260390.3118, true=2, accuracy=1.00
ID=443, predicted=5, probability = 30052.9459, true=3, accuracy=0.00
ID=444, predicted=2, probability = 664081.3806, true=2, accuracy=1.00
ID=445, predicted=1, probability = 289050.4064, true=7, accuracy=0.00
ID=446, predicted=1, probability = 912821.6170, true=7, accuracy=0.00
ID=447, predicted=3, probability = 347768.5589, true=3, accuracy=1.00
ID=448, predicted=4, probability = 147500.9799, true=8, accuracy=0.00
ID=449, predicted=1, probability = 1036609.7780, true=7, accuracy=0.00
ID=450, predicted=2, probability = 3402.9039, true=7, accuracy=0.00
ID=451, predicted=2, probability = 6977.8026, true=7, accuracy=0.00
ID=452, predicted=3, probability = 159038.8154, true=3, accuracy=1.00
ID=453, predicted=2, probability = 32205.2672, true=2, accuracy=1.00
ID=454, predicted=1, probability = 384238.4661, true=2, accuracy=0.00
ID=455, predicted=2, probability = 128925.7750, true=2, accuracy=1.00
ID=456, predicted=3, probability = 83874.1535, true=3, accuracy=1.00
ID=457, predicted=1, probability = 761193.8110, true=1, accuracy=1.00
ID=458, predicted=1, probability = 270537.8352, true=2, accuracy=0.00
ID=459, predicted=2, probability = 266354.9566, true=2, accuracy=1.00
ID=460, predicted=2, probability = 129810.5825, true=7, accuracy=0.00
ID=461, predicted=4, probability = 2.2919, true=4, accuracy=1.00
ID=462, predicted=2, probability = 175883.9384, true=7, accuracy=0.00
ID=463, predicted=2, probability = 101.1483, true=2, accuracy=1.00
ID=464, predicted=2, probability = 73.0092, true=2, accuracy=1.00
ID=465, predicted=1, probability = 1176973.3995, true=1, accuracy=1.00
ID=466, predicted=3, probability = 8765.0035, true=3, accuracy=1.00
ID=467, predicted=2, probability = 40654.1772, true=2, accuracy=1.00
ID=468, predicted=1, probability = 223864.5345, true=7, accuracy=0.00
ID=469, predicted=2, probability = 331385.9625, true=2, accuracy=1.00
ID=470, predicted=1, probability = 698358.3588, true=7, accuracy=0.00
ID=471, predicted=5, probability = 31138.2232, true=1, accuracy=0.00
ID=472, predicted=1, probability = 599698.0445, true=1, accuracy=1.00
ID=473, predicted=8, probability = 291452.1701, true=4, accuracy=0.00
ID=474, predicted=8, probability = 511259.6251, true=8, accuracy=1.00
ID=475, predicted=1, probability = 273219.6859, true=1, accuracy=1.00
ID=476, predicted=2, probability = 120479.9994, true=1, accuracy=0.00
ID=477, predicted=1, probability = 84418.7819, true=1, accuracy=1.00
ID=478, predicted=1, probability = 1345688.9146, true=1, accuracy=1.00
ID=479, predicted=5, probability = 118846.8281, true=5, accuracy=1.00
ID=480, predicted=3, probability = 247506.4131, true=3, accuracy=1.00
ID=481, predicted=1, probability = 1081468.3853, true=2, accuracy=0.00
ID=482, predicted=1, probability = 528743.1072, true=8, accuracy=0.00
ID=483, predicted=1, probability = 80616.7454, true=2, accuracy=0.00
ID=484, predicted=1, probability = 503676.0942, true=1, accuracy=1.00
classification accuracy=0.4463
